PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,Potency,Efficacy,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.049 uM,Activity at 0.111 uM,Activity at 0.223 uM,Activity at 0.389 uM,Activity at 0.446 uM,Activity at 0.890 uM,Activity at 1.786 uM,Activity at 3.090 uM,Activity at 3.571 uM,Activity at 6.310 uM,Activity at 7.147 uM,Activity at 14.27 uM,Activity at 28.53 uM,Activity at 57.14 uM,Activity at 100.00 uM
,24272201,3119667,C1CCC2=C(C1)C(=C(S2)NC(=O)CC3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)Br,,,,,,,4,0 0 0 0 0 0 0 0 0 0,-13.5135,,-6.3593,-4.7695,,-3.1797,-4.7695,-2.3847,,-3.9746,,-5.5644,-7.1542,-11.9237,-13.5135,
,24272225,3119676,CC1CCC2=C(C1)SC(=C2C(=O)NC3=CC=C(C=C3)Cl)NC(=O)CC4=CC=CC=C4,,,,,,,4,0 0 0 0 0 0 0 0 0 0,-20.9847,,-5.6497,-4.0355,,-7.2639,-4.0355,-8.8781,,-4.0355,,-7.2639,-10.4923,-12.9136,-20.9847,
,57288382,3119678,C1CCC2=C(C1)C(=C(S2)NC(=O)CC3=CC=CC=C3)C(=O)NC4=CC(=CC=C4)Cl,,,,,,,4,0 0 0 0 0 0 0 0 0 0,0.7949,,-8.744,-8.744,,-6.3593,-6.3593,-9.539,,-3.1797,,-2.3847,-1.5898,-1.5898,0.7949,
,14727173,3129653,CC(C)(C)C(=O)NC1=C(C2=C(S1)CCC2C(=O)OC)C(=O)OC,,,,,,,4,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-3,-1.95,1.55,1.3,1.85,,0.2,1,0.7,,-1.4,-4.1,-0.35,-5.75,,-2.5
,57288363,3239066,C1CN(CCC1C(=O)NCC2=CN=CC=C2)S(=O)(=O)C3=CC=CS3,,,,,,,4,1 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0,-4.6,-2.75,-2.55,-1.95,-4.05,,-3.85,-4.45,-4.25,,-4.4,-5.2,-5.35,-4.45,,-5.75
,24416017,3364516,CC1=C(SC=C1)CNC2=C(C3=C(S2)CCCC3)C(=O)NC4=C(C=CC(=C4)Cl)OC,1.2589,32.9714,2.6384,0.9829,-30.9714,2,-1.2,0 0 0 0 0 0 0 0 0 0,-34.9762,,0.7949,1.5898,,1.5898,-7.9491,-21.4626,,-27.8219,,-27.027,-31.0016,-31.7965,-34.9762,
,17410825,3614254,CC1=CC=C(C=C1)C(=O)NC2=NC(=O)N(S2)C(=O)CC(C)C,3.1623,16.76,1.21,0.8179,-19.26,-2.5,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1,-10.8,-3.4,-0.55,-4.2,-4.2,,-3.4,-8.45,-8.15,,-6.85,-17.95,-18.75,-15.05,,-11.85
,57288396,3639936,CCOC(=O)C1=NN(C(=O)C2=C(SC=C21)NC(=O)C3=CC=CC=C3)C4=CC=CC=C4,,,,,,,4,0 0 0 0 0 0 0 0 0 0,-5.8232,,-8.9995,-7.4113,,-4.235,-4.7644,-5.8232,,-4.235,,-3.7057,-5.2938,-3.7057,-5.8232,
,24272519,3653881,C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=CS3)C(=O)NC4=CC(=CC=C4)Cl,4.4668,32.1418,1.4781,0.9571,-39.7979,-7.6561,-1.2,0 0 0 0 0 0 0 0 0 0,-43.5816,,-11.8859,-7.9239,,-5.5468,-8.7163,-14.2631,,-22.187,,-30.1109,-33.2805,-34.0729,-43.5816,
,17410881,3711253,CC1=CC=C(C=C1)C(=O)NC2=NC(=O)N(S2)C(=O)C3CC3,6.3096,21.36,2.3332,0.9544,-30.68,-9.32,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-31.4,-9.7,-8.4,-10.2,-10.45,,-7.6,-8.15,-14.95,,-17.7,-24.05,-28.55,-30.6,,-29.35
,24819547,3842739,CN1C(=O)C=C(N1)CSC2=CC=C(C=C2)Cl,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1,-0.9,0.2,-1.4,-0.6,-3.05,,-4.65,-13.85,-13.9,,-8.5,-5.75,-4.9,-7.65,,-3.05
,26663259,3976167,CC1=CC=C(C=C1)N2C(=O)C(SC2=O)CC3=CC=CC=C3,56.2341,25.3,1.331,0.8606,-28.52,-3.22,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,-8.6,-1.85,-2.35,-2.85,-4.1,,-3.35,-4.1,-3.35,,-4.85,-6.1,-6.6,-8.85,,-15.35
,16953865,4094710,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F,2.8184,95.5151,1.1,0.9935,-104.777,-9.2623,-1.1,0 0 0 0 0 0 0 0 0 0,-103.645,,-12.6783,-13.4707,,-19.8098,-33.2805,-43.5816,,-60.2219,,-83.2013,-93.5024,-92.71,-103.645,
,57288388,4185185,CCOC(=O)C1=NN(C(=O)C2=C(SC=C21)NC(=O)CC3=CC=CC=C3)C4=CC=C(C=C4)OC,,,,,,,4,1 0 0 0 0 0 0 0 0 0,2.3847,,1.5898,0,,-1.5898,1.5898,1.5898,,3.1797,,5.5644,3.9746,1.5898,2.3847,
,24275494,4201507,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)NC4=CC=C(C=C4)C(=O)C,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0,-8.7,-4.2,-2.05,-2.4,-2.95,,-5.85,-8.75,-8.55,,-10.95,-10.15,-8.7,-12.2,,-10.55
,24415772,4207696,CC(C)C1=CC=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NCCC4=CC=CC=C4,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0,-17.5,-4,-2.95,-3.8,-3.5,,-7.1,-8.95,-12.05,,-10.6,-10.95,-12.2,-12.95,,-17.15
,14744244,4876538,CC(C)C(C)NC(=O)CSC1=NC2=C(C(=CS2)C3=CC=CO3)C(=O)N1C4=CC=CC=C4,44.6684,47.35,1.8851,0.9667,-55.02,-7.67,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-46.6,-3.85,-5.1,-8.6,-9.1,,-7.85,-6.6,-10.35,,-8.85,-11.35,-12.1,-18.35,,-46.85
,7973036,5310645,CC1=CC2=C(C=CC=C2N=N1)N,39.8107,82.05,1.2475,0.9628,-85.07,-3.02,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-68.1,-2.95,-3.1,-2.75,-3.15,,-3.85,-3.85,-4.55,,-8.9,-21.95,-13.8,-32.1,,-66.95
,57288381,5918015,CCOC(=O)N1CCN(CC1)C(=O)CN2C(=O)/C(=C\C3=CC(=CC=C3)OC)/SC2=S,,,,,,,4,0 0 0 0 0 0 0 0 0 0,-18.283,,5.5644,3.1797,,5.5644,5.5644,3.1797,,5.5644,,3.9746,-3.1797,-5.5644,-18.283,
,26728021,6409922,CC1=CC2=C(C=CC=C2NC(=O)NC3=CC=CC=C3)N=N1,28.1838,11.1,2.4064,0.8111,-18.32,-7.22,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-18.6,-7.6,-8.1,-10.1,-5.85,,-7.35,-7.85,-5.85,,-7.6,-7.1,-8.35,-11.85,,-17.85
,22410807,6902918,C1COCCN1C2=CC=C(C=C2)/C=N/NC(=S)NC3=CC=C(C=C3)S(=O)(=O)N4CCOCC4,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0,-4.1,-5.6,-7.6,-8.35,-8.1,,-7.6,-8.85,-7.15,,-6.1,-3.85,-5.35,-5.35,,-4.1
,57288397,9795907,C1=CC=C(C=C1)N2C(=O)C3=C(SC=C3C(=N2)C(=O)O)N,7.0795,63.9157,1.6604,0.9894,-67.1701,-3.2544,-1.2,0 0 0 0 0 0 0 0 0 0,-60.4601,,-5.3505,-4.2804,,-4.8154,-6.9556,-5.8855,,-16.5864,,-36.9181,-52.4345,-58.855,-60.4601,
,57288386,9839953,COC1=CC=C(C=C1)N2C(=O)C3=C(SC=C3C(=N2)C(=O)O)N,1.2589,34.8792,1.111,0.9334,-36.2409,-1.3617,-1.2,0 0 0 0 0 0 0 0 0 0,-38.9507,,-5.5644,-2.3847,,-9.539,-15.1033,-26.2321,,-23.8474,,-35.7711,-28.6169,-34.9762,-38.9507,
,57288406,10987982,CCOC(=O)C1=C(SC2=C1CCOC2)N,,,,,,,4,0 0 0 0 0 0 0 0 0 0,-6.4935,,-1.0823,-1.0823,,-4.329,-4.329,-6.4935,,-5.4113,,-5.4113,-5.4113,-5.4113,-6.4935,
,57288409,11837072,CC1=C2C=NN(C(=O)C2=C(S1)N)C3=CC=CC=C3,,,,,,,4,0 0 0 0 0 0 0 0 0 0,-17.1215,,-1.0701,0,,-0.535,-1.0701,-2.1402,,-2.6752,,-3.7453,-6.9556,-11.771,-17.1215,
,57288408,11837074,CC1=C2C=NN(C(=O)C2=C(S1)NC(=O)C)C3=CC=CC=C3,,,,,,,4,0 0 0 0 0 0 0 0 0 0,-5.3505,,0,-1.6051,,-1.6051,-2.1402,-3.2103,,-3.7453,,-2.6752,-3.2103,-5.3505,-5.3505,
,57288367,11957514,CC([C@@H](C1=CC(=C(C=C1)O)O)O)N,8.9125,29.2,1.5579,0.9881,-29.2,0,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-28.5,0.45,0.25,0.1,0.85,,-1.6,-2.75,-4.05,,-9.7,-13.7,-19,-23.95,,-28.3
,24270064,15989600,COC1=C(C=C(C=C1)NC(=O)CN2C=C(C3=CC=CC=C3C2=O)S(=O)(=O)N4CCN(CC4)C5=CC=CC=C5F)Cl,35.4813,16.02,0.6,0.8499,-20.84,-4.82,-2.4,0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0,-15.7,-5.65,-4.7,-8.2,-6,,-8.55,-8.75,-8.95,,-8.95,-9.3,-10.8,-11.35,,-15.15
,24276261,15991496,C1COCCN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)NC3=CC=CC(=C3)C4=NC5=CC=CC=C5O4,,,,,,,4,,-2.9,-4.75,-2.4,-2.4,-1.85,,-1.5,-2.95,-1.65,,-1.85,-1.5,-2.25,-2.05,,-3.1
,24383840,16007667,CC1=NOC(=C1S(=O)(=O)N2CCC(CC2)C(=O)NC3=CC(=C(C=C3)OC)Cl)/C=C/C4=CC=CS4,,,,,,,4,,-9.1,-5.65,-5.45,-4.55,-5.25,,-9.85,-7.1,-9.1,,-9.3,-10.05,-8,-7.3,,-9.5
,24386631,16010129,C1=CC=C2C(=C1)C(=O)N(C3=C(S2(=O)=O)C=CC(=C3)C(=O)NC4=CC=CC(=C4)C#N)CC5=CC(=CC=C5)Cl,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0,-0.7,-4.55,-4.55,-4.35,-3.65,,-4.4,-3.45,-3.1,,-4.2,-2.35,-2.4,-1.1,,-0.9
,24395130,16017249,CC1=NN(C(=O)C2=CC=CN12)CC(=O)NCC3=CC=C(C=C3)OC,,,,,,,4,,-2.9,10.6,-2.55,-2.2,-2.55,,-2.2,-3.65,-2.75,,-2.55,-1.65,-3.1,-3.45,,-2.55
,24395227,16017325,CCN(C1=CC=CC=C1)S(=O)(=O)C2=NN=C(S2)NC(=O)C(C)(C)C,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1,-3.7,-0.4,-0.6,0.3,-1.35,,0,-2.95,-2.05,,-2.4,-3.7,-2.2,-4.6,,-5.3
,24395281,16017377,CN(C1=CC=CC=C1)S(=O)(=O)C2=NN=C(S2)NC(=O)C3CCCCC3,25.1189,33.16,1.6266,0.9742,-34.16,-1,-1.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-29.2,-1.1,-1.3,-1.5,-1.1,,-0.55,-0.95,-2.05,,-4.55,-6.75,-8.05,-18.75,,-30.5
,24395283,16017379,CN(C1=CC=CC=C1)S(=O)(=O)C2=NN=C(S2)NC(=O)COC3=CC=CC=C3,,,,,,,4,,-1.1,-1.25,-2.75,-1.65,-1.45,,-2.55,-1.85,-3.1,,-2.9,-4.2,-1.65,-2.55,,-3.1
,24395385,16017478,CC1=CC=C(C=C1)N(C)S(=O)(=O)C2=NN=C(S2)NC(=O)C3CCCCC3,,,,,,,4,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-7.3,-1.6,-1.65,9.1,-2.95,,-4.75,-5.3,-4.6,,-5.3,-5.15,-10.95,-6.95,,-6
,24395406,16017499,C1CCC(CC1)C(=O)NC2=NN=C(S2)S(=O)(=O)NC3=CC=CC=C3,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1,-3.3,-2.2,-2.55,-2.55,-2.4,,-3.45,-3.45,-2.35,,10.25,-3.65,-3.3,-4.6,,-5.85
,24401281,16022892,CC1=CC=C(C=C1)NCC2=CC3=CC4=C(C=C3N(C2=O)CC(=O)NC5=CC=C(C=C5)C)OCCO4,,,,,,,4,,-8.8,-3.65,-3.25,-4.7,-5.3,,-4.55,-6.2,-8.4,,-6,-8.75,-4.95,-3.25,,-7.5
,24401619,16023227,C1COC2=C(O1)C=C3C=C(C(=O)N(C3=C2)CC(=O)NC4=CC=CC=C4Cl)CNC5=CC=CC=C5,50.1187,31.76,0.9,0.9433,-34.24,-2.48,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-25.2,-0.75,-1.3,-3.25,-2.2,,-3.8,-5.1,-5.3,,-6.55,-9.1,-8.05,-11.85,,-24.1
,26753630,16219029,C1=CC=C2C(=C1)C=CC(=N2)C3=CC=C(C=C3)N.Cl,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-3.6,0,-2.35,-0.7,-0.55,,13.85,0.2,0,,-2.55,-1.1,-1.25,-1.3,,-5.65
,57288407,23878160,CCOC(=O)C1=C(SC2=C1CN(CC2)C)N,,,,,,,4,0 0 0 0 0 0 0 0 0 0,-13.2345,,0,-1.5881,,0.5294,-3.7057,-3.1763,,-4.7644,,-6.3526,-7.4113,-7.9407,-13.2345,
,57288372,25181364,C1=CNC(=O)C(=C1C2=CC=NC=C2)N,50.1187,19,1.1,0.82,-24.74,-5.74,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-17.1,-5.2,-6.15,-6.15,-5.95,,-5.55,-4.6,-6.5,,-6.9,-8.8,-9.55,-11.45,,-18.65
,57288373,25181365,C1=CC=C(C=C1)C2=C(C(=O)NC=C2)N,12.5893,16.84,1.5386,0.8447,-23.32,-6.48,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1,-2.7,-6.35,-6.5,-6.15,-6.7,,-6.5,-7.85,-9.9,,-10.9,-9.2,-16.55,-19.95,,-3.65
,57288374,25181366,CN(C)C1=CC=C(C=C1)C2=C(C(=O)NC=C2)N,14.1254,60.32,0.9,0.9865,-64.32,-4,-2.2,0 0 0 0 0 0 0 0 0 0,-53.6,,-4.8,-2.4,,-6.4,-8.8,-15.2,,-19.2,,-24,-32,-42.4,-53.6,
,57288375,25181367,CN(C)C(=O)C1=CC=C(C=C1)C2=C(C(=O)NC=C2)N,17.7828,15.06,1.331,0.9498,-18.98,-3.92,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-17.5,-3.9,-3.85,-3.5,-2.75,,-5.2,-4.85,-4.8,,-8.25,-6.7,-9.95,-13.15,,-17.7
,57288376,25181368,C1=CC=C(C=C1)C2=CNC(=O)C(=C2)N,7.0795,57.9952,1,0.9958,-57.0781,0.9171,-1.2,0 0 0 0 0 0 0 0 0 0,-50.8293,,0,-1.0701,,-1.6051,-8.0257,-9.6308,,-16.5864,,-29.4275,-37.9882,-44.9438,-50.8293,
,57288383,25181369,COC1=C(C=CC=C1Cl)NC(=O)C2=C(SC3=C2CCCC3)NC(=O)CC4=CC=CC=C4,,,,,,,4,1 0 0 0 0 0 0 0 0 1,4.0355,,4.0355,0,,1.6142,4.0355,7.2639,,8.8781,,6.4568,3.2284,9.6852,4.0355,
,57288384,25181370,CN1CCC2=C(C1)C(=C(S2)NC(=O)CC3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)Cl,,,,,,,4,0 0 0 0 0 0 0 0 0 0,22.9794,,2.3772,5.5468,,1.5848,7.1315,7.1315,,9.5087,,9.5087,7.1315,11.8859,22.9794,
,57288385,25181371,C1COCC2=C1C(=C(S2)NC(=O)CC3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)Cl,,,,,,,4,0 0 0 0 0 0 0 0 1 0,-15.8479,,-2.3772,0,,-2.3772,0.7924,-4.7544,,0.7924,,-3.962,-6.3391,-0.7924,-15.8479,
,57288387,25181372,CCN(CC)C(=O)C1=NN(C(=O)C2=C(SC=C21)N)C3=CC=C(C=C3)OC,35.4813,46.4379,4.095,0.9295,-45.1977,1.2401,-2.2,0 0 0 0 0 0 1 0 0 0,-39.548,,5.6497,0.8071,,1.6142,5.6497,0,,-7.2639,,-15.3349,0,-12.1065,-39.548,
,57288390,25181373,COC(=O)C1CCC2=C1C(=C(S2)NC(=O)CC3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)Cl,,,,,,,4,1 0 0 0 0 0 0 0 0 0,2.3772,,0,-3.1696,,-4.7544,-5.5468,-8.7163,,-5.5468,,0,1.5848,3.1696,2.3772,
,57288392,25181374,COC(=O)C1CCC2=C1C(=C(S2)N)C(=O)OCC3=CC=CC=C3,,,,,,,4,0 0 0 0 0 0 0 0 0 0,-11.9048,,-3.7879,-3.2468,,-5.4113,-5.9524,-4.8701,,-5.9524,,-7.0346,-7.5758,-9.1991,-11.9048,
,57288393,25181375,CCOC(=O)C1=NN(C(=O)C2=C(SC(=C21)C)N)C3=CC=CC=C3,,,,,,,4,0 0 0 0 0 0 0 0 0 0,-12.8411,,-5.3505,-5.3505,,-5.8855,-4.2804,-3.7453,,-2.1402,,-2.6752,-2.1402,-6.4205,-12.8411,
,57288394,25181376,C1=CC=C(C=C1)N2C(=O)C3=C(SC=C3C(=N2)CO)N,5.0119,57.0064,1.3437,0.9844,-57.2849,-0.2785,-1.2,0 0 0 0 0 0 0 0 0 0,-57.7849,,-2.6752,0,,-2.6752,-3.7453,-8.5607,,-27.8224,,-36.3831,-42.2686,-51.3644,-57.7849,
,57288398,25181377,C1=CC=C(C=C1)N2C(=O)C3=C(SC=C3C(=N2)C(=O)N)N,6.3096,68.9286,1.1,0.9903,-65.5974,3.3312,-1.2,0 0 0 0 0 0 0 0 0 0,-59.5238,,-0.5411,1.6234,,2.1645,-2.7056,-8.1169,,-24.8918,,-34.632,-44.3723,-51.9481,-59.5238,
,57288399,25181378,C1=CC=C(C=C1)CNC(=O)C2=NN(C(=O)C3=C(SC=C32)N)C4=CC=CC=C4,7.0795,35.1653,1.8851,0.974,-37.0915,-1.9262,-1.2,0 0 0 0 0 0 0 0 0 0,-34.2429,,-1.6051,-2.1402,,-2.6752,-4.8154,-2.6752,,-4.8154,,-22.4719,-31.5677,-33.1728,-34.2429,
,57288400,25181379,C1COCCN1C(=O)C2=NN(C(=O)C3=C(SC=C32)N)C4=CC=CC=C4,8.9125,44.8146,2.0479,0.9899,-45.5581,-0.7434,-1.2,0 0 0 0 0 0 0 0 0 0,-46.549,,-0.535,-2.1402,,-2.1402,-1.6051,-0.535,,-4.2804,,-20.8668,-31.0326,-40.6635,-46.549,
,57288401,25181380,COC1=C(C=C(C=N1)C2=CC=CC=C2)N,,,,,,,4,0 0 0 0 0 0 0 0 0 0,-4.2804,,2.6752,2.1402,,3.2103,0,1.6051,,1.0701,,1.6051,-1.6051,-1.6051,-4.2804,
,57288402,25181381,CCOC(=O)C1=NN(C(=O)C2=C(SC=C21)N)C3=CC=CC=C3F,,,,,,,4,0 0 0 0 0 0 0 0 0 0,-12.8411,,2.1402,1.0701,,2.6752,2.1402,1.6051,,-2.6752,,-18.1915,-17.1215,-13.3761,-12.8411,
,57288403,25181382,CCOC(=O)C1=CC=C(C=C1)N2C(=O)C3=C(SC=C3C(=N2)C(=O)OCC)N,,,,,,,4,0 0 0 0 0 0 0 0 0 0,-19.2616,,3.7453,-2.1402,,3.7453,-1.6051,1.6051,,-6.9556,,-12.8411,-13.9112,-14.4462,-19.2616,
,57288405,25181383,C1=CC=C(C=C1)N2C(=O)C3=C(SC=C3C(=N2)N)N,6.3096,64.1607,1.1,0.9795,-57.1607,7,-1.2,0 0 0 0 0 0 0 0 0 0,-52.4087,,2.1175,5.2938,,3.1763,3.7057,0,,-19.0577,,-30.1747,-37.0566,-44.468,-52.4087,
,22410419,135401250,CN(C)S(=O)(=O)C1=CC=CC(=C1)N=C2NN=C(CS2)C3=CC=CC=C3,11.2202,14.78,1.1,0.881,-19.44,-4.66,-2.4,1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0,-18.7,-6.85,-4.45,-4.25,-7.4,,-4.75,-3.4,-7.1,,-2.4,-15.6,-12.4,-15.55,,-17.95
,26670253,135465963,CC(=O)NC1=CC=C(C=C1)C2=NNC(=NC3=CC=C(C=C3)S(=O)(=O)N4CCOCC4)SC2,0.8913,36,0.6,0.9043,33.5,-2.5,1.2,0 0 0 0 0 0 0 0 0 0,32.2841,,6.4568,8.8781,,8.071,15.3349,23.406,,24.2131,,25.0202,21.7918,31.477,32.2841,
,14746342,135470621,C1=CC=C(C(=C1)C2=CC=C(O2)/C=N/N=C/3\NC(=O)C(S3)CC(=O)O)[N+](=O)[O-],8.9125,33.7,1.21,0.9415,-36.2,-2.5,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-33.5,-2.1,-6.85,-0.5,-1.85,,-3.45,-4.5,-10.3,,-15,-21.1,-23.75,-27.15,,-32.45
,24835095,135482423,CC1=CC=C(C=C1)C2=NNC(=NC3=CC=C(C=C3)F)SC2,70.7946,14.52,1.1,0.6616,-22.64,-8.12,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-17.2,-9.15,-10.45,-8.4,-9.15,,-6.35,-8.35,-6.6,,-8.15,-10.2,-10.45,-11.7,,-16.7
,24832264,135491645,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)N=C3NN=C(CS3)C4=C(C=CC(=C4)F)F,3.9811,20.06,1.4641,0.912,-25.12,-5.06,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-24.5,-6.6,-3.4,-6.85,-6.85,,-3.95,-9.5,-11.35,,-16.6,-23.45,-22.15,-23.75,,-23.45
,17504416,135497954,COC1=C(C=CC(=C1)/C=N/N=C\2/NC(=O)C(S2)CC(=O)O)OCC3=CC=C(C=C3)Cl,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-7.1,1.4,-0.85,-0.85,-2.6,,-2.85,-3.85,-3.6,,-4.6,-6.6,-5.6,-5.1,,-7.85
,14746374,135500895,C1=CC(=C(C=C1Cl)[N+](=O)[O-])C2=CC=C(O2)/C=N/N=C/3\NC(=O)C(S3)CC(=O)O,1.5849,32.4,1.9673,0.9857,-38.72,-6.32,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-38.6,-7.1,-6.6,-7.1,-6.85,,-12.85,-22.6,-30.35,,-36.35,-37.1,-39.35,-40.35,,-36.85
,14746375,135512424,CC1=CC(=C(C=C1)C2=CC=C(O2)/C=N/N=C\3/NC(=O)C(S3)CC(=O)O)[N+](=O)[O-],50.1187,29.34,1.111,0.9193,-34.76,-5.42,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-26.3,-5.35,-5.1,-4.85,-5.1,,-6.35,-5.1,-8.35,,-7.35,-11.95,-10.45,-12.95,,-26.8
,17512924,135517108,CC(C)CN1C(=C(SC1=S)/C=C/2\C=NN=C2C3=CC=CC=C3)O,1.122,14.98,2.3332,0.6816,-16.48,-1.5,-2.4,0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0,-12.4,-2.75,-0.95,-1.1,-1.85,,-6,-8.55,-10.9,,-16.35,-19.05,-16.35,-15.95,,-17.1
